latitude,longitude
38.91108301825662,-77.01329955938186
38.90413178698084,-77.02771179177273
38.905751726020114,-76.98814881112409
38.87647459771317,-76.97503414264212
38.89147134622871,-77.01789188132312
38.908106529548334,-76.96840017045548
38.876148903287316,-76.99309804221133
38.878197260504685,-77.04134435260586
38.885591873801296,-76.97328642475983
38.92246871882238,-76.99708962492973
38.90564623591191,-77.00191281805267
38.91718128310962,-76.99522145527742
38.91206358580305,-77.00874445729374
38.88187918226556,-76.98241850501086
38.89324243394378,-77.0470413986076
38.89210089856759,-77.00255587884287
38.918719207040525,-77.00503304315738
38.9088080116289,-76.98629553108783
38.89776376600834,-77.0048760860396
38.914141914062256,-77.01382748177517
38.91163742959657,-77.00355418752861
38.91811483435318,-77.03524269777111
38.87503854552914,-76.9887023900964
38.895766246097985,-76.97715995542008
38.87606621980196,-77.02471356240576
38.873296961619076,-76.96853204063514
38.91634630544015,-76.9814525523119
38.92084154278823,-76.96978383301052
38.893252886578125,-77.0281332355128
38.90919877065164,-77.04896106250312
38.88766342981538,-76.98396317709432
38.890471676708984,-77.01821586195845
38.88990042017633,-77.00902249818138
38.9022656642934,-77.01712125372187
38.90540130943456,-76.99423299273114
38.89118591490714,-77.02059242128149
38.895501447060425,-77.00833615136793
38.892058851890035,-77.04545930581244
38.8815239275954,-77.02634262046227
38.89350375127283,-76.97343336344507
38.88772721523259,-77.03748633465095
38.908183292560096,-76.99562367101798
38.8883455901441,-76.97552872059289
38.87660723019923,-77.04879628724161
38.90849889711625,-77.02046601297269
38.89062771992279,-77.0368547487111
38.906325317375774,-76.97431453906934
38.90921464006356,-77.01487362460543
38.877624475117564,-77.00123149686895
38.894154474195226,-77.04274008779403
38.87291547390649,-77.04396866653336
38.917667985664664,-76.97367902299786
38.89248260931054,-77.03334192193209
38.91601787338857,-76.97871995840177
38.892447340708415,-77.01189349730411
38.89437288371166,-77.00561681235202
38.88548709249469,-77.01902102554266
38.92197663797505,-76.9749515321203
38.915480141813305,-77.03628998873111
38.89773084472824,-77.02024466124918
38.90894371224626,-76.98462043008635
38.88138333017089,-76.99617874868677
38.89912747283487,-77.04458826127522
38.919541037709,-77.02709453458252
38.87903312620323,-77.0475281060523
38.891848787797365,-77.04413905502302
38.91786171694462,-77.0023858000348
38.88958252602065,-76.97536234259181
38.89805694331011,-77.0340685603075
38.89769133334142,-76.97686726917964
38.895217447068234,-77.02300459799554
38.91235634721418,-76.97963422933412
38.87724315042953,-76.97926798922722
38.91009673322923,-76.97613383986754
38.90323533497781,-76.99516339838934
38.91174361880802,-76.97818499466014
38.903485533640406,-76.96853263747526
38.89881612754422,-77.02595910856445
38.91176424146153,-77.04805083079881
38.91035628600819,-77.00630576266722
38.914460669000384,-77.0166856344151
38.902823906293996,-77.01344224293635
38.905034557891625,-76.98844491290676
38.912509524385044,-77.01600050901894
38.880956193994315,-76.9863492914742
38.887495554872544,-77.01244446873787
38.92023547812914,-76.99868076750913
38.890665230639975,-77.02743237251332
38.885490549226446,-76.97304408161118
38.90564116742288,-76.9861046671851
38.90619646623845,-77.03559592566347
38.91932225651492,-77.02318331897251
38.88037102893796,-77.0193233510577
38.91338054814889,-77.01320387859064
38.87983299825801,-76.98699997313363
38.8738325155089,-76.982773579236
38.91659711640206,-76.98385966362018
38.89791821088009,-77.04492549885343
38.878155743942614,-77.01021422412867
38.90628146584664,-76.99191323393826
38.88908096728291,-77.01276589043356
38.8988995103848,-77.02047922219695
38.91214637698564,-76.97414209804614
38.92202435329142,-76.98728196578871
38.888244410932394,-77.00925021615214
38.87769704626198,-77.03028734305029
38.88659702169058,-77.00274477433989
38.89813376306448,-76.99555444244203
38.88401139783529,-77.00182285564757
38.896847574239224,-77.02718049933267
38.890486177590965,-76.99004718910413
38.88568278326247,-76.99430583111763
38.91807340562555,-76.99540264320652
38.874474570436576,-77.0484823076249
38.90011589045826,-77.01542626001044
38.890631118403405,-76.98085507010944
38.87901886988314,-76.97040241865452
38.91676477113349,-76.99794884683642
38.91340320920587,-77.0101025056331
38.91365581543735,-76.99471035366722
38.92072356554796,-76.9767757730088
38.889468723047194,-77.03820304564003
38.883162993117665,-76.98710745926698
38.91530686387831,-77.03761760960737
38.894331113748144,-77.01502026570506
38.89788185289736,-77.00616693635955
38.88822454676394,-77.00150885653079
38.889285149421454,-76.97581310556676
38.872691060643746,-76.99850796739932
38.905615919749714,-76.98541070585134
38.92168029258286,-77.00430238488009
38.89543089250421,-77.02767260126855
38.87793946948674,-76.99709070138329
38.89581669884781,-77.03546686999371
38.874176457974066,-77.04216581567646
38.88192213718275,-76.98770046835949
38.88469347919064,-77.04343656795886
38.8897831245797,-76.96856507047028
38.883014187324235,-76.99154771329384
38.883020858276005,-76.9712114019767
38.911826053883885,-77.00597549175332
38.874040451176214,-77.04223340600461
38.87778683922698,-77.04530692535023
38.92043008990473,-76.99036458993525
38.903814983602466,-77.00628950215949
38.91586419793202,-77.04802317346409
38.88760276035377,-76.98582510592044
38.877990995326954,-77.02747001942299
38.873581726015324,-77.00727331555825
38.889718477112986,-77.00578890858206
38.887919536938405,-77.02995019817786
38.888967263269905,-77.02057616963513
38.91116406999506,-76.9912152937339
38.88877047100825,-77.00182379468278
38.90358255330498,-77.02180338258783
38.890744545096766,-77.01327677108002
38.87648134829247,-77.01505799495887
38.88414616385025,-77.02975095186358
38.89309626229955,-76.99255293422506
38.8750022920102,-76.99972718781994
38.889887075683596,-77.04952213834515
38.914549133956406,-77.02944374366064
38.88554009415336,-77.02034100915861
38.8890021696598,-76.97718701851544
38.921870420676555,-76.97446596033461
38.8859761634318,-77.0342803102842
38.889389780534955,-77.01467555709746
38.912581658277375,-77.03836043718036
38.88287024695501,-76.97146533344446
38.88719556947816,-77.00110333722134
38.891730972688606,-76.99547217603994
38.88747648161469,-77.01180218890464
38.91149680134727,-77.02234226909246
38.91288909851117,-76.96836796738067
38.89187680742515,-76.9888506547621
38.88443207437635,-77.01874282191939
38.878455210630385,-76.98323147523412
38.91331417201804,-76.98075539903243
38.918880947055996,-77.02138085464179
38.89323627826958,-76.98783486880411
38.91067804588092,-76.97235191954307
38.91292113903726,-77.03811385346295
38.89159338257301,-77.04799941898733
38.90587939511376,-76.97497507229338
38.877095565337335,-76.98347114430331
38.887533890538144,-77.00634420216471
38.91089476757011,-76.97486832760441
38.92207205912075,-77.04748998601114
38.88483467918796,-76.99845454102726
38.92087959017007,-77.04707359313788
38.893520180427075,-77.01476217688432
38.879177170099084,-77.009329725195
38.90313203784033,-77.00263752931072
38.872626890814544,-77.01639334294913
38.87447170613274,-76.9737821700591
38.87928561086295,-77.04370557139517
38.88567181201511,-77.01769606449389
38.881847268029496,-77.0315633072796
38.88946480128176,-77.04279348028105
38.91420825359665,-76.9822652506725
38.90106974636101,-77.0429551283551
38.90268374494519,-77.04610517227303
38.87557243070344,-77.00130560441642
38.88799235367968,-76.99975314520358
38.910437118996136,-77.01350855788822
38.90385368089355,-77.0080169620028
38.892948309311976,-76.9769368704261
38.910096534958384,-76.99210339659376
38.89350040316649,-77.0444688879896
38.87456438324079,-76.98533535294659
38.898255890847665,-76.97391099408742
38.91239324689843,-77.01238660319959
38.898881771675505,-76.9962155726062
38.892935442032496,-76.99165958812488
38.87939388703778,-76.98225539211208
38.91230129818499,-77.0295551364829
38.90580685960876,-77.04232458080133
38.910093741481056,-77.02498992524094
38.90467494527605,-77.02449881820343
38.879309392330754,-77.01047269593003
38.89057178001759,-77.03008603973387
38.90181440098352,-76.98668735560756
38.88216692400862,-77.02441129681478
38.881309647600204,-77.017443252521
38.87605604920991,-77.02292903236103
38.88803250084162,-76.99298066571379
38.90329841243848,-77.0156715138197
38.903313452058825,-77.0258854380215
38.894754268366974,-77.04128853027376
38.8922881339815,-76.975918150158
38.87341801440044,-77.00929972858859
38.883112881817134,-76.97136845396128
38.87589388431585,-77.03345494110394
38.888071209406526,-77.03955178908967
38.87845839301163,-77.02730608927513
38.91935666097867,-76.97963402949593
38.90952870773426,-77.03067402331969
38.87330222880312,-76.97476528430825
38.88692741531629,-76.99757952527486
38.87471986187007,-76.97721326660205
38.887772877922416,-77.01679667618212
38.88905458248475,-77.03521057763318
38.91218636139375,-77.02350914673002
38.90635029408715,-76.97005986640586
38.883155961805926,-77.00565491851881
38.87262939699808,-77.02023087798166
38.905518331722035,-77.00377216933693
38.89998251297556,-76.98432580681731
38.8954540204284,-77.03622958324931
38.88516731300157,-77.01338313694446
38.885032300452785,-76.98763497767713
38.875820899770595,-77.02532195133607
38.87779770867812,-77.00839269139526
38.89423113925082,-77.00737481100649
38.89144543414862,-76.97316636347219
38.897321626164505,-77.02875904353023
38.89875132992187,-76.98262412942985
38.91797508588837,-77.03065701166533
38.88054719738918,-77.01699594519481
38.91397197369831,-77.00038732036379
38.91123094211568,-77.00583185849507
38.89509207722598,-77.01375667930591
38.88816959440795,-76.99239001947535
38.87463179853034,-77.03532183296522
38.87358683387322,-77.0163474060945
38.881511831123284,-77.03429460846947
38.909761266457515,-76.96801373058186
38.88894046634299,-76.97512035154
38.89257505508772,-77.02944850849846
38.91875246374388,-77.006630622018
38.9038689276203,-77.04282675625038
38.901221488887785,-77.02538849738679
38.89044871181252,-77.00601647694434
38.88110495225005,-76.9805372986651
38.874583078461185,-77.00401507754142
38.891179097998325,-77.0208215265712
38.88109982867201,-77.01696743021562
38.88290631720906,-77.017244801684
38.88671510208354,-77.01220570988151
38.92050201973537,-77.02932273194763
38.906221622268305,-77.02287794065467
38.917033121795455,-77.00297716794782
38.8837298470538,-76.99460846237903
38.90344043123548,-77.03898457539626
38.910140690246436,-76.9978183817348
38.88374852000393,-77.0410924878987
38.888713340051225,-77.02104497791066
38.8882952560578,-77.00481965026545
38.90259450904123,-76.99992839357107
38.913554968645805,-77.01142190366782
38.8908358391393,-76.97429717560499
38.905671198558345,-77.04306900271683
38.87288577200928,-76.99804611369342
38.88193186618695,-77.04225133908166
38.88893870913846,-77.03201744378548
38.91575489030766,-76.96878064764365
38.91376403714183,-77.00416744380539
38.89460233124003,-77.00645773377485
38.921706276309266,-76.99698535269603
38.90363810582046,-76.96873984566301
38.89095296766372,-77.02094128717617
38.8849545476777,-76.96926360587979
38.91293295490005,-77.0487007619186
38.90931073230084,-77.03983491815862
38.87618480512656,-77.00237605030067
